,REF_DATE,GEO,DGUID,Labour force characteristics,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
62,2006,"Bathurst, New Brunswick",2016S0504328,Participation rate,Percentage,242,units,0,v1235071810,8.7,53.4,,,,1
63,2006,"Bathurst, New Brunswick",2016S0504328,Employment rate,Percentage,242,units,0,v1235071811,8.8,46.6,,,,1
64,2006,"Miramichi, New Brunswick",2016S0504329,Population,Persons,249,thousands,3,v1235071812,9.1,29.0,,,,1
65,2006,"Miramichi, New Brunswick",2016S0504329,Labour force,Persons,249,thousands,3,v1235071813,9.2,20.1,,,,1
66,2006,"Miramichi, New Brunswick",2016S0504329,Employment,Persons,249,thousands,3,v1235071814,9.3,17.8,,,,1
67,2006,"Miramichi, New Brunswick",2016S0504329,Unemployment,Persons,249,thousands,3,v1235071815,9.4,2.3,,,,1
68,2006,"Miramichi, New Brunswick",2016S0504329,Not in labour force,Persons,249,thousands,3,v1235071816,9.5,8.9,,,,1
69,2006,"Miramichi, New Brunswick",2016S0504329,Unemployment rate,Percentage,242,units,0,v1235071817,9.6,11.4,,,,1
70,2006,"Miramichi, New Brunswick",2016S0504329,Participation rate,Percentage,242,units,0,v1235071818,9.7,69.3,,,,1
71,2006,"Miramichi, New Brunswick",2016S0504329,Employment rate,Percentage,242,units,0,v1235071819,9.8,61.4,,,,1
72,2006,"Edmundston, New Brunswick",2016S0504335,Population,Persons,249,thousands,3,v1235071820,10.1,16.0,,,,1
73,2006,"Edmundston, New Brunswick",2016S0504335,Labour force,Persons,249,thousands,3,v1235071821,10.2,10.0,,,,1
74,2006,"Edmundston, New Brunswick",2016S0504335,Employment,Persons,249,thousands,3,v1235071822,10.3,9.1,,,,1
75,2006,"Edmundston, New Brunswick",2016S0504335,Unemployment,Persons,249,thousands,3,v1235071823,10.4,0.9,,,,1
76,2006,"Edmundston, New Brunswick",2016S0504335,Not in labour force,Persons,249,thousands,3,v1235071824,10.5,6.0,,,,1
77,2006,"Edmundston, New Brunswick",2016S0504335,Unemployment rate,Percentage,242,units,0,v1235071825,10.6,9.0,,,,1
78,2006,"Edmundston, New Brunswick",2016S0504335,Participation rate,Percentage,242,units,0,v1235071826,10.7,62.5,,,,1
79,2006,"Edmundston, New Brunswick",2016S0504335,Employment rate,Percentage,242,units,0,v1235071827,10.8,56.9,,,,1
80,2006,"Granby, Quebec",2016S0504450,Population,Persons,249,thousands,3,v1235071828,11.1,65.0,,,,1
81,2006,"Granby, Quebec",2016S0504450,Labour force,Persons,249,thousands,3,v1235071829,11.2,41.0,,,,1
82,2006,"Granby, Quebec",2016S0504450,Employment,Persons,249,thousands,3,v1235071830,11.3,37.7,,,,1
83,2006,"Granby, Quebec",2016S0504450,Unemployment,Persons,249,thousands,3,v1235071831,11.4,3.3,,,,1
84,2006,"Granby, Quebec",2016S0504450,Not in labour force,Persons,249,thousands,3,v1235071832,11.5,24.0,,,,1
85,2006,"Granby, Quebec",2016S0504450,Unemployment rate,Percentage,242,units,0,v1235071833,11.6,8.0,,,,1
86,2006,"Granby, Quebec",2016S0504450,Participation rate,Percentage,242,units,0,v1235071834,11.7,63.1,,,,1
87,2006,"Granby, Quebec",2016S0504450,Employment rate,Percentage,242,units,0,v1235071835,11.8,58.0,,,,1
88,2006,"Rouyn-Noranda/Val-d'Or, Quebec",,Population,Persons,249,thousands,3,v1235071836,13.1,59.0,,,,1
89,2006,"Rouyn-Noranda/Val-d'Or, Quebec",,Labour force,Persons,249,thousands,3,v1235071837,13.2,37.4,,,,1
90,2006,"Rouyn-Noranda/Val-d'Or, Quebec",,Employment,Persons,249,thousands,3,v1235071838,13.3,33.9,,,,1
91,2006,"Rouyn-Noranda/Val-d'Or, Quebec",,Unemployment,Persons,249,thousands,3,v1235071839,13.4,3.5,,,,1
92,2006,"Rouyn-Noranda/Val-d'Or, Quebec",,Not in labour force,Persons,249,thousands,3,v1235071840,13.5,21.7,,,,1
93,2006,"Rouyn-Noranda/Val-d'Or, Quebec",,Unemployment rate,Percentage,242,units,0,v1235071841,13.6,9.4,,,,1
94,2006,"Rouyn-Noranda/Val-d'Or, Quebec",,Participation rate,Percentage,242,units,0,v1235071842,13.7,63.4,,,,1
95,2006,"Rouyn-Noranda/Val-d'Or, Quebec",,Employment rate,Percentage,242,units,0,v1235071843,13.8,57.5,,,,1
96,2006,"Cornwall, Ontario",2016S0504501,Population,Persons,249,thousands,3,v1235071844,14.1,44.4,,,,1
97,2006,"Cornwall, Ontario",2016S0504501,Labour force,Persons,249,thousands,3,v1235071845,14.2,25.8,,,,1
98,2006,"Cornwall, Ontario",2016S0504501,Employment,Persons,249,thousands,3,v1235071846,14.3,23.9,,,,1
99,2006,"Cornwall, Ontario",2016S0504501,Unemployment,Persons,249,thousands,3,v1235071847,14.4,1.9,,,,1
100,2006,"Cornwall, Ontario",2016S0504501,Not in labour force,Persons,249,thousands,3,v1235071848,14.5,18.7,,,,1
101,2006,"Cornwall, Ontario",2016S0504501,Unemployment rate,Percentage,242,units,0,v1235071849,14.6,7.4,,,,1
102,2006,"Cornwall, Ontario",2016S0504501,Participation rate,Percentage,242,units,0,v1235071850,14.7,58.1,,,,1
103,2006,"Cornwall, Ontario",2016S0504501,Employment rate,Percentage,242,units,0,v1235071851,14.8,53.8,,,,1
104,2006,"Norfolk, Ontario",2016S0504547,Population,Persons,249,thousands,3,v1235071852,15.1,45.5,,,,1
105,2006,"Norfolk, Ontario",2016S0504547,Labour force,Persons,249,thousands,3,v1235071853,15.2,30.3,,,,1
106,2006,"Norfolk, Ontario",2016S0504547,Employment,Persons,249,thousands,3,v1235071854,15.3,28.2,,,,1
107,2006,"Norfolk, Ontario",2016S0504547,Unemployment,Persons,249,thousands,3,v1235071855,15.4,2.0,,,,1
108,2006,"Norfolk, Ontario",2016S0504547,Not in labour force,Persons,249,thousands,3,v1235071856,15.5,15.3,,,,1
109,2006,"Norfolk, Ontario",2016S0504547,Unemployment rate,Percentage,242,units,0,v1235071857,15.6,6.6,,,,1
110,2006,"Norfolk, Ontario",2016S0504547,Participation rate,Percentage,242,units,0,v1235071858,15.7,66.6,,,,1
111,2006,"Norfolk, Ontario",2016S0504547,Employment rate,Percentage,242,units,0,v1235071859,15.8,62.0,,,,1
112,2006,"Chatham-Kent, Ontario",2016S0504556,Population,Persons,249,thousands,3,v1235071860,16.1,90.7,,,,1
113,2006,"Chatham-Kent, Ontario",2016S0504556,Labour force,Persons,249,thousands,3,v1235071861,16.2,62.5,,,,1
114,2006,"Chatham-Kent, Ontario",2016S0504556,Employment,Persons,249,thousands,3,v1235071862,16.3,57.7,,,,1
115,2006,"Chatham-Kent, Ontario",2016S0504556,Unemployment,Persons,249,thousands,3,v1235071863,16.4,4.8,,,,1
116,2006,"Chatham-Kent, Ontario",2016S0504556,Not in labour force,Persons,249,thousands,3,v1235071864,16.5,28.2,,,,1
117,2006,"Chatham-Kent, Ontario",2016S0504556,Unemployment rate,Percentage,242,units,0,v1235071865,16.6,7.7,,,,1
118,2006,"Chatham-Kent, Ontario",2016S0504556,Participation rate,Percentage,242,units,0,v1235071866,16.7,68.9,,,,1
119,2006,"Chatham-Kent, Ontario",2016S0504556,Employment rate,Percentage,242,units,0,v1235071867,16.8,63.6,,,,1
120,2006,"Leamington, Ontario",2016S0504557,Population,Persons,249,thousands,3,v1235071868,17.1,34.6,,,,1
121,2006,"Leamington, Ontario",2016S0504557,Labour force,Persons,249,thousands,3,v1235071869,17.2,23.6,,,,1
122,2006,"Leamington, Ontario",2016S0504557,Employment,Persons,249,thousands,3,v1235071870,17.3,21.9,,,,1
123,2006,"Leamington, Ontario",2016S0504557,Unemployment,Persons,249,thousands,3,v1235071871,17.4,1.7,,,,1
124,2006,"Leamington, Ontario",2016S0504557,Not in labour force,Persons,249,thousands,3,v1235071872,17.5,11.0,,,,1
125,2006,"Leamington, Ontario",2016S0504557,Unemployment rate,Percentage,242,units,0,v1235071873,17.6,7.2,,,,1
126,2006,"Leamington, Ontario",2016S0504557,Participation rate,Percentage,242,units,0,v1235071874,17.7,68.2,,,,1
127,2006,"Leamington, Ontario",2016S0504557,Employment rate,Percentage,242,units,0,v1235071875,17.8,63.3,,,,1
128,2006,"Sarnia, Ontario",2016S0504562,Population,Persons,249,thousands,3,v1235071876,18.1,82.3,,,,1
129,2006,"Sarnia, Ontario",2016S0504562,Labour force,Persons,249,thousands,3,v1235071877,18.2,53.4,,,,1
130,2006,"Sarnia, Ontario",2016S0504562,Employment,Persons,249,thousands,3,v1235071878,18.3,50.5,,,,1
131,2006,"Sarnia, Ontario",2016S0504562,Unemployment,Persons,249,thousands,3,v1235071879,18.4,2.9,,,,1
132,2006,"Sarnia, Ontario",2016S0504562,Not in labour force,Persons,249,thousands,3,v1235071880,18.5,28.8,,,,1
133,2006,"Sarnia, Ontario",2016S0504562,Unemployment rate,Percentage,242,units,0,v1235071881,18.6,5.4,,,,1
134,2006,"Sarnia, Ontario",2016S0504562,Participation rate,Percentage,242,units,0,v1235071882,18.7,64.9,,,,1
135,2006,"Sarnia, Ontario",2016S0504562,Employment rate,Percentage,242,units,0,v1235071883,18.8,61.4,,,,1
136,2006,"North Bay, Ontario",2016S0504575,Population,Persons,249,thousands,3,v1235071884,19.1,60.9,,,,1
137,2006,"North Bay, Ontario",2016S0504575,Labour force,Persons,249,thousands,3,v1235071885,19.2,38.6,,,,1
138,2006,"North Bay, Ontario",2016S0504575,Employment,Persons,249,thousands,3,v1235071886,19.3,36.2,,,,1
139,2006,"North Bay, Ontario",2016S0504575,Unemployment,Persons,249,thousands,3,v1235071887,19.4,2.4,,,,1
140,2006,"North Bay, Ontario",2016S0504575,Not in labour force,Persons,249,thousands,3,v1235071888,19.5,22.3,,,,1
141,2006,"North Bay, Ontario",2016S0504575,Unemployment rate,Percentage,242,units,0,v1235071889,19.6,6.2,,,,1
142,2006,"North Bay, Ontario",2016S0504575,Participation rate,Percentage,242,units,0,v1235071890,19.7,63.4,,,,1
143,2006,"North Bay, Ontario",2016S0504575,Employment rate,Percentage,242,units,0,v1235071891,19.8,59.4,,,,1
144,2006,"Timmins, Ontario",2016S0504586,Population,Persons,249,thousands,3,v1235071892,20.1,38.4,,,,1
145,2006,"Timmins, Ontario",2016S0504586,Labour force,Persons,249,thousands,3,v1235071893,20.2,23.9,,,,1
146,2006,"Timmins, Ontario",2016S0504586,Employment,Persons,249,thousands,3,v1235071894,20.3,22.3,,,,1
147,2006,"Timmins, Ontario",2016S0504586,Unemployment,Persons,249,thousands,3,v1235071895,20.4,1.6,,,,1
148,2006,"Timmins, Ontario",2016S0504586,Not in labour force,Persons,249,thousands,3,v1235071896,20.5,14.5,,,,1
149,2006,"Timmins, Ontario",2016S0504586,Unemployment rate,Percentage,242,units,0,v1235071897,20.6,6.7,,,,1
150,2006,"Timmins, Ontario",2016S0504586,Participation rate,Percentage,242,units,0,v1235071898,20.7,62.2,,,,1
151,2006,"Timmins, Ontario",2016S0504586,Employment rate,Percentage,242,units,0,v1235071899,20.8,58.1,,,,1
152,2006,"Sault Ste. Marie, Ontario",2016S0504590,Population,Persons,249,thousands,3,v1235071900,21.1,69.1,,,,1
153,2006,"Sault Ste. Marie, Ontario",2016S0504590,Labour force,Persons,249,thousands,3,v1235071901,21.2,42.5,,,,1
154,2006,"Sault Ste. Marie, Ontario",2016S0504590,Employment,Persons,249,thousands,3,v1235071902,21.3,39.8,,,,1
155,2006,"Sault Ste. Marie, Ontario",2016S0504590,Unemployment,Persons,249,thousands,3,v1235071903,21.4,2.7,,,,1
156,2006,"Sault Ste. Marie, Ontario",2016S0504590,Not in labour force,Persons,249,thousands,3,v1235071904,21.5,26.6,,,,1
157,2006,"Sault Ste. Marie, Ontario",2016S0504590,Unemployment rate,Percentage,242,units,0,v1235071905,21.6,6.4,,,,1
158,2006,"Sault Ste. Marie, Ontario",2016S0504590,Participation rate,Percentage,242,units,0,v1235071906,21.7,61.5,,,,1
159,2006,"Sault Ste. Marie, Ontario",2016S0504590,Employment rate,Percentage,242,units,0,v1235071907,21.8,57.6,,,,1
160,2006,"Brandon, Manitoba",2016S0504610,Population,Persons,249,thousands,3,v1235071908,22.1,42.5,,,,1
161,2006,"Brandon, Manitoba",2016S0504610,Labour force,Persons,249,thousands,3,v1235071909,22.2,28.3,,,,1
162,2006,"Brandon, Manitoba",2016S0504610,Employment,Persons,249,thousands,3,v1235071910,22.3,26.9,,,,1
163,2006,"Brandon, Manitoba",2016S0504610,Unemployment,Persons,249,thousands,3,v1235071911,22.4,1.4,,,,1
164,2006,"Brandon, Manitoba",2016S0504610,Not in labour force,Persons,249,thousands,3,v1235071912,22.5,14.2,,,,1
165,2006,"Brandon, Manitoba",2016S0504610,Unemployment rate,Percentage,242,units,0,v1235071913,22.6,4.9,,,,1
166,2006,"Brandon, Manitoba",2016S0504610,Participation rate,Percentage,242,units,0,v1235071914,22.7,66.6,,,,1
167,2006,"Brandon, Manitoba",2016S0504610,Employment rate,Percentage,242,units,0,v1235071915,22.8,63.3,,,,1
168,2006,"Moose Jaw, Saskatchewan",2016S0504715,Population,Persons,249,thousands,3,v1235071916,23.1,26.4,,,,1
169,2006,"Moose Jaw, Saskatchewan",2016S0504715,Labour force,Persons,249,thousands,3,v1235071917,23.2,17.1,,,,1
170,2006,"Moose Jaw, Saskatchewan",2016S0504715,Employment,Persons,249,thousands,3,v1235071918,23.3,16.0,,,,1
171,2006,"Moose Jaw, Saskatchewan",2016S0504715,Unemployment,Persons,249,thousands,3,v1235071919,23.4,1.1,,,,1
172,2006,"Moose Jaw, Saskatchewan",2016S0504715,Not in labour force,Persons,249,thousands,3,v1235071920,23.5,9.3,,,,1
173,2006,"Moose Jaw, Saskatchewan",2016S0504715,Unemployment rate,Percentage,242,units,0,v1235071921,23.6,6.4,,,,1
174,2006,"Moose Jaw, Saskatchewan",2016S0504715,Participation rate,Percentage,242,units,0,v1235071922,23.7,64.8,,,,1
175,2006,"Moose Jaw, Saskatchewan",2016S0504715,Employment rate,Percentage,242,units,0,v1235071923,23.8,60.6,,,,1
176,2006,"Prince Albert, Saskatchewan",2016S0504745,Population,Persons,249,thousands,3,v1235071924,24.1,32.5,,,,1
177,2006,"Prince Albert, Saskatchewan",2016S0504745,Labour force,Persons,249,thousands,3,v1235071925,24.2,21.1,,,,1
178,2006,"Prince Albert, Saskatchewan",2016S0504745,Employment,Persons,249,thousands,3,v1235071926,24.3,19.3,,,,1
179,2006,"Prince Albert, Saskatchewan",2016S0504745,Unemployment,Persons,249,thousands,3,v1235071927,24.4,1.8,,,,1
180,2006,"Prince Albert, Saskatchewan",2016S0504745,Not in labour force,Persons,249,thousands,3,v1235071928,24.5,11.4,,,,1
181,2006,"Prince Albert, Saskatchewan",2016S0504745,Unemployment rate,Percentage,242,units,0,v1235071929,24.6,8.5,,,,1
182,2006,"Prince Albert, Saskatchewan",2016S0504745,Participation rate,Percentage,242,units,0,v1235071930,24.7,64.9,,,,1
183,2006,"Prince Albert, Saskatchewan",2016S0504745,Employment rate,Percentage,242,units,0,v1235071931,24.8,59.4,,,,1
184,2006,"Medicine Hat, Alberta",2016S0504805,Population,Persons,249,thousands,3,v1235071932,25.1,63.8,,,,1
185,2006,"Medicine Hat, Alberta",2016S0504805,Labour force,Persons,249,thousands,3,v1235071933,25.2,43.6,,,,1
186,2006,"Medicine Hat, Alberta",2016S0504805,Employment,Persons,249,thousands,3,v1235071934,25.3,42.2,,,,1
187,2006,"Medicine Hat, Alberta",2016S0504805,Unemployment,Persons,249,thousands,3,v1235071935,25.4,,x,,,1
188,2006,"Medicine Hat, Alberta",2016S0504805,Not in labour force,Persons,249,thousands,3,v1235071936,25.5,20.2,,,,1
189,2006,"Medicine Hat, Alberta",2016S0504805,Unemployment rate,Percentage,242,units,0,v1235071937,25.6,,x,,,1
190,2006,"Medicine Hat, Alberta",2016S0504805,Participation rate,Percentage,242,units,0,v1235071938,25.7,68.3,,,,1
191,2006,"Medicine Hat, Alberta",2016S0504805,Employment rate,Percentage,242,units,0,v1235071939,25.8,66.1,,,,1
192,2006,"Red Deer, Alberta",2016S0504830,Population,Persons,249,thousands,3,v1235071940,27.1,69.8,,,,1
193,2006,"Red Deer, Alberta",2016S0504830,Labour force,Persons,249,thousands,3,v1235071941,27.2,52.9,,,,1
194,2006,"Red Deer, Alberta",2016S0504830,Employment,Persons,249,thousands,3,v1235071942,27.3,50.3,,,,1
195,2006,"Red Deer, Alberta",2016S0504830,Unemployment,Persons,249,thousands,3,v1235071943,27.4,2.6,,,,1
196,2006,"Red Deer, Alberta",2016S0504830,Not in labour force,Persons,249,thousands,3,v1235071944,27.5,16.9,,,,1
197,2006,"Red Deer, Alberta",2016S0504830,Unemployment rate,Percentage,242,units,0,v1235071945,27.6,4.9,,,,1
198,2006,"Red Deer, Alberta",2016S0504830,Participation rate,Percentage,242,units,0,v1235071946,27.7,75.8,,,,1
199,2006,"Red Deer, Alberta",2016S0504830,Employment rate,Percentage,242,units,0,v1235071947,27.8,72.1,,,,1
200,2006,"Wood Buffalo, Alberta",2016S0504860,Population,Persons,249,thousands,3,v1235071948,28.1,44.3,,,,1
201,2006,"Wood Buffalo, Alberta",2016S0504860,Labour force,Persons,249,thousands,3,v1235071949,28.2,37.1,,,,1
202,2006,"Wood Buffalo, Alberta",2016S0504860,Employment,Persons,249,thousands,3,v1235071950,28.3,35.7,,,,1
203,2006,"Wood Buffalo, Alberta",2016S0504860,Unemployment,Persons,249,thousands,3,v1235071951,28.4,,x,,,1
204,2006,"Wood Buffalo, Alberta",2016S0504860,Not in labour force,Persons,249,thousands,3,v1235071952,28.5,7.2,,,,1
205,2006,"Wood Buffalo, Alberta",2016S0504860,Unemployment rate,Percentage,242,units,0,v1235071953,28.6,,x,,,1
206,2006,"Wood Buffalo, Alberta",2016S0504860,Participation rate,Percentage,242,units,0,v1235071954,28.7,83.7,,,,1
207,2006,"Wood Buffalo, Alberta",2016S0504860,Employment rate,Percentage,242,units,0,v1235071955,28.8,80.6,,,,1
208,2006,"Chilliwack, British Columbia",2016S0504930,Population,Persons,249,thousands,3,v1235071956,29.1,55.4,,,,1
209,2006,"Chilliwack, British Columbia",2016S0504930,Labour force,Persons,249,thousands,3,v1235071957,29.2,26.3,,,,1
210,2006,"Chilliwack, British Columbia",2016S0504930,Employment,Persons,249,thousands,3,v1235071958,29.3,24.7,,,,1
211,2006,"Chilliwack, British Columbia",2016S0504930,Unemployment,Persons,249,thousands,3,v1235071959,29.4,1.5,,,,1
212,2006,"Chilliwack, British Columbia",2016S0504930,Not in labour force,Persons,249,thousands,3,v1235071960,29.5,29.1,,,,1
213,2006,"Chilliwack, British Columbia",2016S0504930,Unemployment rate,Percentage,242,units,0,v1235071961,29.6,5.7,,,,1
214,2006,"Chilliwack, British Columbia",2016S0504930,Participation rate,Percentage,242,units,0,v1235071962,29.7,47.5,,,,1
215,2006,"Chilliwack, British Columbia",2016S0504930,Employment rate,Percentage,242,units,0,v1235071963,29.8,44.6,,,,1
216,2006,"Nanaimo, British Columbia",2016S0504938,Population,Persons,249,thousands,3,v1235071964,30.1,79.5,,,,1
217,2006,"Nanaimo, British Columbia",2016S0504938,Labour force,Persons,249,thousands,3,v1235071965,30.2,48.3,,,,1
218,2006,"Nanaimo, British Columbia",2016S0504938,Employment,Persons,249,thousands,3,v1235071966,30.3,45.1,,,,1
219,2006,"Nanaimo, British Columbia",2016S0504938,Unemployment,Persons,249,thousands,3,v1235071967,30.4,3.2,,,,1
220,2006,"Nanaimo, British Columbia",2016S0504938,Not in labour force,Persons,249,thousands,3,v1235071968,30.5,31.2,,,,1
